road_type,Kreis_Name,Str,TKZST,Anfang,Ende,FSOD,FStr,Laenge_km,Land,Zaehlart,Kreis,VonNK,NachNK,Station_km,Herkunft,Ziel,DTV_2010,DTV_2015,DTV_2019,DTV,DTVw,DTVu,DTVs,DTV_LV,DTV_SV,DTV_Bus,DTV_LoA,DTV_LZ,DTV_Ri1,DTV_Ri2,DTV_SV_Ri1,DTV_SV_Ri2,X_Koordinate,Y_Koordinate
Bundesstrasse,Kelheim,B 16,70379205,St 2230 Kelheim,KEH 19 Saal a.d. Donau,FS,2,2.793,9,TM18,273,7037020,7037015,0.484,Ingolstadt,Regensburg,7937,11981,12568,11198,,,,9390,1808,57,322,1429,,,,,715009.649,5421309.237
Bundesstrasse,Kelheim,B 16,70379210,KEH 19 Saal a.d. Donau,OA Bad Abbach,FS,3,7.106,9,FZ,273,7037016,7038034,2.499,Ingolstadt,Regensburg,9099,12661,13308,11590,12538,12451,7076,9917,1673,95,653,925,,,,,718074.838,5422481.269
Bundesstrasse,Regensburg LK,B 16,70389123,Rgbg. (sw. Bad AbbachSBA-LA ),Pentling (R45),FS,2,6.72,9,TM19,375,7038025,7038024,1.273,Ingolstadt,Regensburg,18691,20376,20662,18215,19196,19710,12705,16638,1576,86,364,1126,,,,,723742.057,5427934.481
Bundesstrasse,Regensburg Stadt,B 16,69389158,AS R-Nord (A93),Regensburg St (B 15/B16),FS,4,0.553,9,MZa,362,6938036,6938035,0.098,Ingolstadt,Cham,24619,26071,27729,25559,28580,25659,14846,23955,1604,34,580,990,,,,,726388.704,5437221.559
Bundesstrasse,Regensburg Stadt,B 16,69389159,Regensburg St (B 15/B16),Regensburg (AS Haslbach St. Rs,FS,2,2.15,9,TM19,362,6938035,6938052,1.899,Ingolstadt,Cham,15557,16042,19565,17285,18544,19039,10443,15798,1487,32,485,970,,,,,728254.031,5438305.098
Bundesstrasse,Regensburg LK,B 16,69399160,Roding (AS Haslbach St. R.Rs6),Wenzenbach (R 6),FS,2,4.685,9,TM19,375,6938033,6939008,0.459,Ingolstadt,Cham,11734,14253,16934,14932,15821,16247,9996,13721,1210,30,339,841,,,,,731830.475,5440159.342
Bundesstrasse,Regensburg LK,B 16,69399170,Wenzenbach (R 6),Rgbg. (AS Bernhardsw. R6 ),FS,2,5.128,9,TM17,375,6939008,6939009,0.862,Regensburg,Cham,11213,11718,13510,11786,,,,10681,1105,23,240,842,,,,,735866.664,5441326.016
Bundesstrasse,Regensburg LK,B 16,69399180,AS Bernhardswald (R6 ),AS Hauzendorf L2650,FS,2,3.924,9,TM18,375,6939009,6839019,1.946,Regensburg,Cham,8753,10358,11531,10197,,,,9067,1131,22,250,858,,,,,736607.034,5442725.916
Bundesstrasse,Regensburg LK,B 16,68399181,AS Hauzendorf L2650,AS Nittenau-Süd (L 2145),FS,2,7.171,9,TM18,375,6839019,6839016,2.273,Regensburg,Cham,6971,7892,9356,8303,,,,7176,1127,22,237,868,,,,,738366.525,5446305.148
Bundesstrasse,Schwandorf,B 16,68399185,St 2145 (Nittenau),St 2149 (Muckenbach),FS,4,12.88,9,TM17,376,6839017,6839018,1.745,GEG,IN,6579,6334,6986,6138,,,,5145,993,26,209,758,,,,,740560.421,5454372.565
Bundesstrasse,Straubing-Bogen,B 20,71419108,AS SR 7,AS Aiterhofen (B 8),FS,4,8.88,9,TMt,278,7241036,7141047,0.1,Burghausen,Furth i. Wald,12082,15154,15790,12190,12809,12835,9127,9309,2881,75,560,2246,,,,,768271.271,5411804.57
Bundesstrasse,Straubing-Bogen,B 20,71419107,Aiterhofen (B 8),Parkstetten (St2125),FS,4,11.66,9,TM,278,7141042,7041023,2.775,Burghausen,Furth i. Wald,22898,23369,24472,18689,21381,21381,5536,15420,3269,105,831,2333,,,,,765025.411,5422159.563
Bundesstrasse,Straubing-Bogen,B 20,70419101,Steinach (A 3),Ascha (L 2147),FS,4,7.295,9,TM16,278,7041033,6941022,1.858,Straubing,Furth i. Wald,10430,11075,12509,11023,,,,8911,2113,35,348,1730,,,,,765558.916,5431553.005
Bundesstrasse,Straubing-Bogen,B 20,69419100,Ascha (L 2147),Traitsching (K 43),FS,2,12,9,TM16,278,6941021,6941020,2.088,Straubing,Furth i. Wald,7685,9002,10774,9481,,,,7773,1708,26,291,1391,,,,,766504.117,5439319.094
Bundesstrasse,Schwandorf,B 22,65409101,St 2156 (Teunz),St 2159 (Oberviechtach),FS,2,3.87,9,TM18,376,6540003,6540023,0.55,GEG,IN,6123,6259,5865,5172,,,,4685,487,22,149,315,,,,,744925.266,5485657.304
Bundesstrasse,Schwandorf,B 22,65409102,SAD 47 (Winklarn),St 2152 (Winkrarn),FS,2,17.23,9,DZ,376,6540019,6540021,0.058,Weiden i. d. Opf. ,Cham,3023,3309,3304,2976,3155,3090,2192,2560,416,4,132,280,1518,1458,216,200,752213.326,5480351.608
Bundesstrasse,Schwandorf,B 85,66389107,St 2397 (Kreith),A 93  AS 32 Schwandorf-Nord,FS,4,6.064,9,TM18,376,6638026,6638017,4.45,GEG,IN,8361,9208,9118,8096,,,,6833,1263,22,241,1000,,,,,725506.015,5470688.787
Bundesstrasse,Schwandorf,B 85,66399102,A 93 AS 33 Schwandorf-Mitte,Wackersdorf,FS,4,2.626,9,MZa,376,6639006,6639007,0,Amberg,Cham,11585,13225,14007,13508,14422,14505,8929,12029,1479,18,340,1121,,,,,730285.275,5466794.006
Bundesstrasse,Schwandorf,B 85,67399101,Wackersdorf,St 2398 (Bodenwöhr),FS,4,10.263,9,TM17,376,6739021,6739019,1.601,GEG,IN,8383,9400,10516,9205,,,,8085,1120,22,249,849,,,,,733799.799,5464297.584
Bundesstrasse,Schwandorf,B 85,67409101,St 2398 (Bodenwöhr),CHA 23 (Neubäu),FS,4,9.249,9,TM,376,6739012,6740011,2.14,GEG,IN,6504,6154,7979,6569,6892,6487,5553,5483,1086,15,244,827,,,,,743218.131,5461118.021
Bundesstrasse,Neumarkt i.d.OPf,B 299,68349100,B 299/NM 12 in Mühlhausen,B 299 /L2237 n.Berching,FS,2,5.862,9,TM,373,6834026,6834027,0.368,GEGEN,IN,,,6995,5764,6350,6005,3371,5143,621,11,182,428,,,,,,
Bundesstrasse,Neumarkt i.d.OPf,B 299,66359188,,,FS,2,5.728,9,TM18,373,6635007,6635008,0.361,Amberg,Neumarkt i.d.OPf.,4447,4816,5250,4642,,,,4049,593,20,163,410,,,,,687482.091,5468677.299
Bundesstrasse,Neumarkt i.d.OPf,B 299,66359151,n. Laaber (NM 14),w.Neumarkt i.d. OPf. Zubr.A3,FS,2,5.778,9,TM18,373,6635008,6635009,3.587,Amberg,Neumarkt i.d.OPf.,6586,6426,6714,5943,,,,5250,694,11,182,500,,,,,682093,5465386.898
Bundesstrasse,Neumarkt i.d.OPf,B 299,66349152,w.Neumarkt i.d. OPf. Zubr.A3,AS Neumarkt i.d. OPf. (A3),FS,2,1.573,9,TM18,373,6634022,6634017,0.534,Amberg,Neumarkt i.d.OPf.,10671,9461,11485,10152,,,,8963,1189,20,267,902,,,,,680280.625,5464703.153
Bundesstrasse,Neumarkt i.d.OPf,B 299,66349189,w.Neumarkt i.d. OPf. Zubr.A3,Neumarkt i.d. OPf. (NM 4),FS,4,0.629,9,MZa,373,6634022,6734035,0.306,Amberg,Neumarkt i.d.OPf.,16542,17971,19053,17123,19144,16850,10426,15584,1539,40,463,1037,,,,,680608.855,5463801.555
Bundesstrasse,Neumarkt i.d.OPf,B 299,67349901,Neumarkt i.d. OPf. (NM 4),B299/L 2240 n. Neumarkt/Opf,FS,2,1.658,9,TMt19,373,6734035,6734041,0.168,Amberg,Landshut,9360,8304,8184,7261,8389,7096,3540,6102,1158,13,310,836,,,,,680249.718,5463490.902
Bundesstrasse,Neumarkt i.d.OPf,B 299,67349900,B299/L 2240 n. Neumarkt/Opf.,KV westl. Pölling,FS,2,2.04,9,TM,373,6734042,6734043,0.095,Amberg,Landshut,9544,11456,12718,12064,13944,11259,6600,10683,1381,26,418,937,,,,,677926.942,5463362.036
Bundesstrasse,Neumarkt i.d.OPf,B 299,67349902,NM 24 westl. Woffenbach,NM 41 Verb_Arm südl. Woffenbach,FS,2,3.57,9,TM,373,6734045,6734046,0.937,Amberg,Landshut,6374,8763,9070,9057,10601,8735,4102,7685,1372,24,372,976,,,,,676750.242,5460358.974
Bundesstrasse,Neumarkt i.d.OPf,B 299,67349903,NM 41 Verb_Arm südl. Woffenbach,B 299 /L2240 s. Neumarkt/Opf.,FS,2,0.849,9,TM,373,6734046,6734053,0.648,Amberg,Landshut,4609,7710,10132,8710,10069,8373,4426,7341,1369,21,375,973,,,,,677806.277,5459971.579
Bundesstrasse,Neumarkt i.d.OPf,B 299,67349166,L 2240 s. Neumarkt/Opf (früh.,B 8 / B299 s. Neumarkt/OPf.,FS,2,0.573,9,MZa,373,6734053,6734048,0.177,Amberg,Landshut,13679,14573,15467,13771,15028,15324,7217,12534,1237,27,399,811,,,,,678134.112,5459608.146
Bundesstrasse,Neumarkt i.d.OPf,B 299,67349190,B 8 / B299 s. Neumarkt/OPf.,B299/NM18 östl. Sengenthal,FS,2,1.71,9,TM18,373,6734048,6734049,0.493,Neumarkt i.d.OPf.,Landshut,11536,11923,12623,11104,,,,10247,857,47,257,552,,,,,678148.628,5458690.092
Bundesstrasse,Neumarkt i.d.OPf,B 299,67349146,B299/NM18 östl. Sengenthal,in Mühlhausen (NM12),FS,2,6.126,9,TM,373,6734049,6734013,3.274,Neumarkt i.d.OPf.,Landshut,10558,12099,11207,10685,11973,11085,5614,9784,901,52,297,552,,,,,678721.805,5454343.715
Bundesstrasse,Neumarkt i.d.OPf,B 299,68349178,B 299/NM 12 in Mühlhausen,B 299 /L2237 n.Berching,OD,2,3.622,9,TM17,373,6834007,6834018,0.513,Neumarkt i.d.OPf.,Landshut,10023,10476,,10703,,,,9836,867,45,252,569,,,,,678343.485,5448502.138
Bundesstrasse,Neumarkt i.d.OPf,B 299,69349145,B 299 /L2237 n.Berching,südl. Plankstetten (Bauamtsgr.,FS,2,8.935,9,TM18,373,6934002,6934031,0.537,Neumarkt i.d.OPf.,Landshut,7116,8155,7291,6496,,,,5539,957,49,214,695,,,,,679233.413,5439088.266
Bundesstrasse,Eichstaett,B 299,69349102,BA Grze Regensburg,OA Beilngries (Am Ludwigskanal),FS,2,1.672,9,TM,176,6934031,6934032,0.505,Neumarkt i.d.OPf.,Neustadt a.d.Donau,6805,6778,7083,6317,6548,6548,5196,5564,753,50,230,473,,,,,680220.119,5436435.937
Bundesstrasse,Eichstaett,B 299,69349104,OA Beilngries (Am Ludwigskanal),"L 2230 (Beilngries ""Kurpark"")",OD,2,1.828,9,TM,176,6934032,6934034,1.402,Neumarkt i.d.OPf.,Neustadt a.d.Donau,6153,8855,9667,7845,8324,8324,5515,7172,673,38,251,384,,,,,680886.117,5434774.052
Bundesstrasse,Eichstaett,B 299,69349100,KV (OU Beilngries),L 2229 (Paulushofen),FS,2,3.356,9,TM19,176,6934040,6935029,0.773,Neumarkt i.d.OPf.,Neustadt a.d.Donau,7360,7266,7914,6786,7181,7457,4472,6163,622,65,161,396,,,,,681487.991,5432488.727
Bundesstrasse,Eichstaett,B 299,69349106,"L 2230 (Beilngries ""Kurpark"")",KV (OU Beilngries (KV)),OD,2,1.199,9,TM,176,6934035,6934040,1.031,Neumarkt i.d.Opf,Neustadt a.d.Donau,,,,6131,6433,6433,4652,5559,572,93,152,327,,,,,,
Bundesstrasse,Eichstaett,B 299,70359100,L 2229 (Paulushofen),K EI 30 (Sandersdorf),FS,2,15.496,9,TM18,176,7035008,7035013,0.976,Neumarkt i.d.OPf.,Neustadt a.d.Donau,2707,2575,2787,2467,,,,2067,400,16,111,273,,,,,688572.963,5423352.066
Bundesstrasse,Eichstaett,B 299,71359100,K EI 30 (Sandersdorf),K EI 32 (Mindelstetten),FS,2,6.291,9,TM18,176,7135003,7135005,2.518,Neumarkt i.d.OPf.,Neustadt a.d.Donau,3351,3337,3689,3245,,,,2857,389,14,119,255,,,,,693334.555,5415404.21
Bundesstrasse,Eichstaett,B 299,71369738,K EI 32 (Mindelstetten),L 2232 (Pförring),FS,2,6.095,9,TM18,176,7135008,7136018,3.054,Neumarkt i.d.OPf.,Neustadt a.d.Donau,3610,3324,3588,3153,,,,2774,379,7,116,256,,,,,695898.731,5411819.385
Bundesstrasse,Kelheim,B 299,71369220,St 2232 Pförring,St 2233 (Wöhr) Neustadt a.d.Do,FS,2,3.825,9,TM,273,7136037,7136036,0.446,Neumarkt i.d.OPf.,Landshut,7680,7615,8056,6551,7314,6460,4005,6157,394,9,139,246,,,,,699821.203,5410990.32
Bundesstrasse,Kelheim,B 299,71369222,St 2233 (Wöhr) Neustadt a.d.Do,St 2233 Anschluß Neustadt a.d.,FS,2,1.648,9,TM19,273,7136042,7136039,1.033,Neumarkt i.d.OPf.,Landshut,5764,5988,5957,5270,5876,5257,3170,4755,515,11,161,344,,,,,702038.063,5409280.023
Bundesstrasse,Kelheim,B 299,72369232,St 2233 Anschluß Neustadt/Dona,B 16 Anschluß ERN,FS,2,2.588,9,TM19,273,7136039,7236023,1.855,Neumarkt i.d.OPf.,Landshut,6282,6160,6240,5563,6237,5461,3347,4668,895,11,181,703,,,,,703219.5,5407263.098
Bundesstrasse,Kelheim,B 299,72369240,Anschluß B 16,B 301 Siegenburg,FS,2,3.608,9,TM17,273,7236027,7237012,1.073,Neustadt a.d. Donau,Landshut,5132,6467,7333,6516,,,,5060,1456,20,201,1235,,,,,706287.486,5406565.645
Bundesstrasse,Kelheim,B 299,72379245,B 301 Siegenburg,AS Siegenburg (A 93),FS,2,2.927,9,TM17,273,7237012,7237013,1.23,Neustadt a.d. Donau,Landshut,6435,6928,9142,8093,,,,6480,1613,22,258,1333,,,,,709610.453,5404682.33
Bundesstrasse,Kelheim,B 299,72379250,AS Siegenburg (A 93),St 2643 Pfeffenhausen,FS,2,12.927,9,TM17,273,7237011,7237008,1.022,Neustadt a.d. Donau,Landshut,5988,5564,6828,6068,,,,4649,1419,13,184,1222,,,,,711085.546,5403387.601
Bundesstrasse,Landshut LK,B 299,73379270,Pfeffenhausen St 2643,Weihmichl LA 12,FS,2,10.79,9,TM17,274,7337018,7338018,1.215,Neustadt a.d. Donau,Landshut,6908,5240,6558,5813,,,,4527,1286,27,157,1102,,,,,718993.024,5392916.796
Bundesstrasse,Landshut LK,B 299,74389275,Weihmichl LA 12,St 2049 KV Arth,FS,2,2.764,9,TM17,274,7338013,7438004,0.97,Neustadt a.d. Donau,Landshut,10864,8711,10209,8973,,,,7568,1405,28,194,1183,,,,,724435.233,5387714.622
Bundesstrasse,Landshut LK,B 299,74389280,St 2049 KV Arth,A 92 Altdorf,FS,2,3.185,9,TM20,274,7438033,7438029,0.767,Neustadt a.d. Donau,Landshut,19740,17316,18910,15541,16765,17134,9050,14006,1535,31,439,1066,,,,,727322.629,5384995.143
Bundesstrasse,Landshut LK,B 299,74389296,Piflas (B 15),Landshut (St 2045 West),OD,4,1.74,9,MZa,274,7438008,7439025,0.313,Neustadt a.d. Donau,Traunstein,23690,17630,18684,21584,23738,20391,15703,20186,1399,64,408,926,,,,,733480.233,5382615.586
Bundesstrasse,Landshut LK,B 299,75399300,Weihbüchl,Geisenhausen LA 8,FS,3,6.324,9,TM19,274,7439023,7539017,2.692,Landshut,Traunstein,14103,15716,18166,16045,18106,15576,9482,14466,1579,27,453,1100,,,,,738763.052,5376019.038
Bundesstrasse,Landshut LK,B 299,75399305,Geisenhausen LA 8,KV Vilsbiburg,FS,2,7.861,9,TM17,274,7539019,7539020,0.572,Landshut,Traunstein,11250,12331,14545,12764,,,,10933,1830,24,443,1363,,,,,742203.034,5374083.3
Bundesstrasse,Landshut LK,B 299,75409813,St 2083 (Achldorf),B 299 (Vilsbiburg),FS,2,2.597,9,TM17,274,7540029,7540030,0.698,Landshut,Traunstein,9043,9975,10788,9480,,,,8014,1466,27,324,1114,,,,,746671.564,5371675.891
Bundesstrasse,Landshut LK,B 299,75409447,Vilsbiburg,B 388 Achldorf,FS,2,1.536,9,TM16,274,7540028,7540022,0.128,Landshut,Traunstein,11936,13000,14189,12385,,,,10909,1477,43,374,1060,,,,,747879.299,5370284.456
Bundesstrasse,Pfaffenhofen a.d.Ilm,B 300,74349103,K PAF 4 (Thierham),B 13 (Freinhausen),FS,3,5.578,9,TM18,186,7434024,7334031,0.201,Schrobenhausen,Geisenfeld,,,14419,12794,,,,10638,2155,63,407,1686,,,,,,
Bundesstrasse,Pfaffenhofen a.d.Ilm,B 300,73349100,B 13 (Freinhausen),B 13 (Starkertshofen),FS,2,1.754,9,TM18,186,7334031,7334030,0.437,Schrobenhausen,Geisenfeld,14974,15765,17273,15176,,,,12854,2322,46,469,1807,,,,,680695.294,5389758.67
Bundesstrasse,Pfaffenhofen a.d.Ilm,B 300,73349106,B 13 (Starkertshofen),K PAF 21 (Reichertshofen),FS,2,2.038,9,TM18,186,7334030,7334029,1.332,Schrobenhausen,Geisenfeld,10474,11133,15569,13695,,,,11460,2236,36,415,1784,,,,,681960.44,5391028.786
Bundesstrasse,Pfaffenhofen a.d.Ilm,B 300,73349104,K PAF 21 (Reichertshofen),L 2049 (Ronnweg),FS,2,3.25,9,TM18,186,7334029,7335023,0.734,Schrobenhausen,Geisenfeld,12385,13403,15440,13677,,,,11738,1939,31,468,1440,,,,,683354.389,5391512.317
Bundesstrasse,Pfaffenhofen a.d.Ilm,B 300,73359100,L 2049 (Ronnweg),L 2335 (OA Geisenfeldwinden),FS,2,7.327,9,TM18,186,7335009,7335005,6.232,Schrobenhausen,Geisenfeld,,,4065,3564,,,,3136,428,10,114,304,,,,,690160.237,5394783.761
Bundesstrasse,Pfaffenhofen a.d.Ilm,B 300,73359102,L 2335 (OA Geisenfeldwinden),K PAF 31 (Geisenfeld),OD,2,2.714,9,TM18,186,7335005,7335006,0.304,Schrobenhausen,Geisenfeld,9912,8433,9094,7932,,,,7375,557,32,189,335,,,,,691399.278,5395493.218
Bundesstrasse,Pfaffenhofen a.d.Ilm,B 300,73359101,K PAF 31 (Geisenfeld),B 16 (Dürnbucher Forst),FS,2,9.13,9,TM18,186,7335004,7335002,0.372,Geisenfeld,B 16,,,3619,3176,,,,2812,363,6,107,250,,,,,694334.911,5396549.126
Bundesstrasse,Kelheim,B 301,73369320,FS 42 Kirchdorf,St 2049 Mainburg,FS,2,4.06,9,TM,273,7336014,7336009,2.288,GEGEN,IN,7221,7542,8001,8283,8989,8989,4834,7727,556,98,211,247,,,,,704810.932,5388997.656
Bundesstrasse,Kelheim,B 301,73369330,St 2049 Mainburg,KEH 31 KV Mainburg,OD,2,2.059,9,MZa,273,7336009,7336006,1.076,GEGEN,IN,13902,12738,13535,13841,15407,13526,8800,13129,712,101,314,297,,,,,704752.157,5391059.98
Bundesstrasse,Kelheim,B 301,73369350,KEH 31 KV Mainburg,A 93 AS Elsendorf,FS,2,7.527,9,TM18,273,7336002,7236016,2.127,GEGEN,IN,6135,6096,5484,4822,,,,4510,312,35,106,171,,,,,705830.822,5397573.009
Bundesstrasse,Kelheim,B 301,72369360,A 93 AS Elsendorf,B 299 Siegenburg,FS,2,6.29,9,TM18,273,7236016,7236014,1.537,GEGEN,IN,5504,5797,6295,5550,,,,5030,520,59,159,303,,,,,706700.914,5400785.422
Bundesstrasse,Kelheim,B 301,72379370,B 299 Siegenburg,B 16 Abensberg,FS,2,4.288,9,TM17,273,7237002,7237015,0.412,GEGEN,IN,7348,6804,6981,6090,,,,5592,497,52,154,292,,,,,708407.954,5408200.32
Bundesstrasse,Landshut LK,B 388,76399382,St 2087 Velden,LA 1 Eberspoint,FS,2,4.663,9,TM16,274,7639007,7639005,2.395,GEGEN,IN,5384,6055,6241,5441,,,,4852,589,20,203,366,,,,,740810.149,5362579.9
Bundesstrasse,Landshut LK,B 388,75409390,LA 1 Eberspoint,B 299 Vilsbiburg,FS,2,6.08,9,TM16,274,7540012,7540022,0.068,GEGEN,IN,6311,6465,6734,5870,,,,5244,626,26,218,383,,,,,746868.186,5367744.982
Bundesstrasse,Landshut LK,B 388,75409395,B 299 VIB (Achldorf),B 299 Aich,FS,2,2.966,9,TM17,274,7540022,7540036,1.445,GEGEN,IN,7216,8410,9764,8623,,,,6891,1731,21,336,1374,,,,,748868.604,5369156.857
Bundesstrasse,Landshut LK,B 388,75409399,B 299 Aich,K LA 3/St 2111 Gangkofen,FS,2,6.906,9,TM17,274,7540025,7540034,0.971,GEGEN,IN,5203,5467,6420,5660,,,,4597,1062,22,270,771,,,,,753635.92,5371439.955
